StudyHours,Attendance,SleepHours,PastScore,Participation,FinalScore
1.653703525349067,70,6,50,1,44
3.841189901906194,71,7,59,0,52
5.460714131423642,88,7,61,1,62
1.0887751481581587,95,6,69,1,53
3.7769507877984565,73,7,65,1,56
3.8898241913726355,93,6,47,0,51
4.672734307665966,81,5,64,0,54
1.644573933682877,78,5,68,0,47
1.5193150803735855,76,6,60,0,45
4.282912348425347,91,7,80,1,65
3.945477009849779,84,8,83,0,63
3.8757392755188147,100,7,68,1,62
4.019672314245463,67,7,73,1,57
2.479962917632264,87,6,37,1,45
3.8483805457415055,72,7,63,1,55
3.939608709948022,66,6,85,1,59
2.428472872960448,79,7,63,1,53
6.298661766717135,82,8,58,1,63
4.210749381367681,100,6,95,1,70
1.713044754196027,77,7,95,1,60
4.484830412950744,63,5,77,1,56
2.037977494659018,84,6,87,1,58
4.6806269056136784,48,6,36,0,41
5.237893368511106,78,6,58,0,55
2.2689765224724345,80,6,62,1,51
4.945064193866482,91,6,66,0,59
4.119171390404747,94,7,62,1,60
4.733090239991735,72,6,31,1,46
6.345189473980922,77,7,75,1,66
3.131917825995694,68,8,78,1,58
2.3693957534637655,63,7,94,1,59
2.165728355561715,84,6,58,1,50
2.276284572551843,60,6,56,1,45
3.3843474358788437,73,8,30,1,46
4.011727962224966,65,7,65,0,53
3.9150361989950286,88,7,83,1,64
4.740774873554036,100,6,60,0,58
3.5195028378168605,60,7,95,1,61
5.6803011157359755,52,6,66,0,53
3.103014750143066,78,8,72,1,58
7.0,80,8,49,0,60
4.438501021647509,83,5,74,0,57
2.2142636653755763,73,7,40,1,44
1.8936612529083314,76,6,80,1,54
4.223708622864778,85,7,80,1,64
3.164805822011224,95,8,90,0,65
4.571000741138138,50,7,54,1,50
4.209856436860317,74,6,72,1,57
3.390756631014691,83,6,78,1,59
2.2298094228973926,66,8,76,1,55
1.2277291629712028,100,7,57,1,52
2.8302275718994685,70,7,34,0,41
4.784598191485209,79,6,75,1,61
3.821140616195306,88,6,67,0,56
1.631391831932018,71,8,61,1,50
3.759771388776773,52,7,81,1,56
4.077976069593255,73,7,69,1,57
2.1742138456983007,95,7,50,0,49
3.730587658918292,74,7,41,1,48
3.5873130776689997,67,6,53,1,49
1.7855445532540655,93,6,95,1,62
4.036681040522425,75,7,80,1,61
4.341176789552351,72,7,72,0,57
5.124576864762916,82,7,67,1,61
5.0807030780523545,91,8,66,1,64
1.4334959480643636,100,6,87,1,60
2.093262440127316,92,5,62,1,51
4.27255290081299,97,8,78,1,67
4.270678926368313,72,7,64,1,56
4.272571529459071,64,7,95,1,64
7.0,80,7,81,1,70
4.35633576603975,81,7,88,1,65
5.203348460270899,63,6,61,1,54
4.931002645239803,77,7,85,1,65
4.477086876958697,85,8,65,1,61
3.0270961330394814,85,7,71,1,58
4.638453830739901,87,7,94,1,69
2.3407621781936423,84,6,54,0,47
3.1447720898899867,72,5,73,1,53
2.771954678256345,72,6,76,1,55
3.622811209079484,62,6,77,1,55
6.971987850010263,100,8,63,1,70
1.0,80,7,95,0,57
4.52939028556177,76,7,50,1,54
1.0809261932155225,66,7,91,1,55
2.79210220131585,100,6,88,1,64
5.133425895451049,63,8,95,0,65
3.596420028643194,73,6,46,0,46
1.8833828331060407,86,6,56,1,49
2.4270444361100476,89,7,92,0,61
4.519396623402014,94,8,41,1,56
2.404450052424295,100,8,45,1,53
3.8246878843729624,87,5,62,1,55
3.568357759855721,64,8,72,1,57
2.5225994785912746,76,6,93,1,60
6.715916133987989,84,5,67,0,61
4.450878533477017,100,8,60,1,63
1.0,59,8,74,1,50
3.7796814721541416,98,7,77,1,64
2.5073203028474182,82,7,76,1,57
4.778650002194336,92,8,67,1,64
2.311218892350949,78,7,40,1,45
3.3278953377996516,67,8,56,1,52
4.257480918470685,91,7,91,1,68
4.798632791255182,89,8,72,1,65
1.6995553894163358,94,8,65,1,56
2.9982481462385775,79,6,86,1,60
2.7875820332585657,71,8,53,1,51
2.520006151139432,56,7,66,1,49
6.1481813604216455,92,6,72,1,66
4.107472566441434,86,7,63,1,58
1.6086740684974323,65,5,71,0,45
4.876792920582164,71,7,67,0,56
6.68323429551895,72,8,49,0,57
5.04869789082672,57,6,72,1,56
1.2209450510689797,67,7,50,1,43
2.773648890700623,62,8,72,1,54
5.400366723779934,73,7,90,1,67
2.438495801571829,68,6,65,1,50
4.165729142219343,55,7,52,0,47
4.661951080144005,100,7,68,1,64
2.1096042926328753,98,7,57,1,54
3.4107119659073,68,8,78,1,59
1.0,84,7,67,1,51
1.9634185379985651,86,8,95,1,64
3.1211477729102595,97,7,87,1,65
1.6283252270527258,67,6,67,1,48
5.948616955897453,96,7,80,0,68
1.3547879330590509,71,7,64,1,49
2.8399332699545243,59,7,70,0,50
3.696110865929137,90,5,64,1,55
5.661909933599173,99,6,81,1,69
1.3462067732308407,100,6,91,1,61
5.244745628232439,62,6,81,0,58
3.5153495915293806,90,7,83,1,64
2.027737023428074,73,5,83,1,54
4.193155211394906,91,7,78,1,64
3.798589543360205,57,6,52,1,47
2.599674684261808,61,6,95,1,58
3.6047031274850285,68,7,95,0,61
2.92202960470736,81,6,66,1,54
3.670276017876872,70,8,64,1,56
4.49319601178157,89,5,79,0,60
5.879025224218028,95,7,78,0,67
1.6432767517597264,88,8,66,1,55
6.6995500619844,100,7,51,1,64
1.0,86,6,74,1,52
3.272322357446625,61,7,78,0,54
4.382475809726865,100,7,80,0,65
3.9214878016025487,70,8,75,0,58
2.565950720269109,93,8,65,1,58
3.1878166244640873,100,6,84,1,64
2.760498598011751,86,8,70,1,59
2.615952864583683,57,5,63,1,46
4.7744031455315366,66,5,67,0,52
4.035523228947571,99,8,43,1,56
2.460635607109019,77,6,67,1,52
4.849399813149876,81,5,80,0,59
3.960949281314914,91,6,75,1,61
4.71929317825844,90,7,92,1,69
4.444443262885418,84,7,66,0,58
2.2565074836168915,76,7,77,0,54
2.6597284397045455,75,6,81,0,54
4.620940407684893,92,7,95,1,70
4.415555398150198,88,8,72,1,64
3.468647609053778,76,8,54,1,54
3.675991074963173,96,6,82,1,63
5.416497343682638,78,8,95,1,71
2.612642916746255,67,7,65,0,49
4.320646071755057,68,5,82,1,58
3.196711021349159,65,5,88,1,56
3.1734781951591695,75,6,85,0,57
5.148165277980786,98,7,71,0,64
4.738124523482044,67,6,59,1,53
4.720264454000958,82,7,68,0,59
5.458218210731493,70,5,76,0,57
3.5315057624491386,76,8,83,0,60
4.522929456942446,57,6,75,0,54
3.034599865109816,76,8,64,0,53
3.986249528732663,77,8,78,1,62
3.304785418448473,88,5,82,1,59
3.6454939474890775,83,7,75,1,60
4.39273553815537,62,5,57,1,49
2.2726689751497915,96,8,67,1,58
6.63858091352819,83,7,84,1,70
1.990973927750447,82,5,49,1,45
1.6787170808184018,79,6,38,0,40
5.237166310250101,72,6,92,0,64
4.687494040944404,83,8,77,1,65
4.436179725578233,87,7,79,1,64
4.44251826389642,53,8,53,0,49
3.481629840729628,71,6,81,0,56
2.154118442771253,76,5,74,0,50
3.6137068372905894,83,8,46,0,51
2.4842574327318325,97,5,91,0,60
4.962679600126627,68,8,72,1,61
3.279413927746792,72,6,64,1,52
2.2617542048112327,72,5,64,0,46
3.01792123752051,67,7,39,1,45
4.1193971814134365,74,8,78,0,60
2.654413170794038,91,8,73,1,60
2.2666694066503528,64,6,67,0,47
3.8655308172378686,86,6,89,1,64
3.867449856663084,54,7,49,1,47
2.7395852369433054,71,7,61,1,51
2.793442541572516,75,7,57,0,49
3.8480749060364543,100,6,65,1,60
1.327873487754014,75,8,71,0,51
1.3888043384351674,46,7,76,0,45
2.422333668121346,50,8,64,0,47
3.179829272432229,80,7,56,0,51
3.966361348397007,89,7,95,1,68
5.713034325424328,85,8,95,1,73
4.786489434803029,82,7,72,1,62
3.2600922050548595,97,8,58,0,56
3.4714756881459667,71,8,92,0,62
1.9962059530432867,93,7,48,1,50
3.472230296011415,55,7,64,1,51
3.0670120416197926,66,5,59,1,48
3.984077840507134,52,5,52,1,45
2.2591535846715156,75,6,65,1,51
4.279019771361758,79,6,57,1,54
5.799108369503866,81,6,70,1,62
3.3368597773147135,80,6,70,1,56
4.102567583148412,66,6,60,1,52
4.535215987566669,77,7,64,1,58
2.8981692921712456,57,5,66,1,47
3.836138722715625,100,5,82,1,63
3.518888601172692,75,7,67,1,56
3.6465141478232477,72,7,82,1,60
2.3404853242168002,100,7,78,1,61
3.536765261388414,61,7,78,1,56
4.246997436868175,63,8,90,0,62
5.676715411692562,63,7,53,1,55
4.93890623912781,78,7,62,1,59
6.729773686267334,86,8,95,1,76
2.348978655667926,91,8,66,1,57
4.808480955081017,100,7,30,0,51
3.7750130086075275,46,7,66,1,50
6.784704399826508,89,6,72,1,67
2.287552571967273,71,7,30,1,41
2.240417236728836,71,8,90,1,60
2.6009110318339665,70,7,59,1,50
1.0,66,8,74,1,51
2.7113674674788584,100,7,66,1,59
2.361301007669453,92,8,50,1,53
3.7255906797143115,80,7,53,1,53
4.012633963665739,100,5,55,0,54
6.314256258823829,57,7,86,1,65
4.925635757279076,60,6,67,1,55
2.6346445165063956,47,5,62,1,44
2.1523779929774634,69,8,55,1,49
4.237878757259758,82,6,87,0,62
1.5196501894690368,81,7,91,1,59
6.247188148781531,82,6,87,1,69
5.269160181081931,58,6,77,1,58
2.7962365218429426,92,8,74,1,61
1.0,83,6,51,1,45
5.5308085612481195,90,7,66,0,62
3.3281902321210732,51,7,59,0,46
5.356724467960193,84,7,42,1,55
1.1083585118084494,62,8,85,0,52
2.6009374655693405,74,7,59,1,51
3.5078655495772746,88,7,87,0,62
3.570470890647113,81,8,83,0,62
2.8249017927811346,67,6,78,1,54
4.434274898521248,80,7,79,1,63
1.8985693559261083,57,8,60,0,46
3.28643077246806,97,7,95,1,68
3.6804434475678485,76,8,70,1,59
4.271658251088123,96,7,74,1,64
4.567422317133335,72,8,60,0,55
1.8130368622431963,72,8,56,0,47
1.1988287438965664,68,6,77,1,50
5.416515232847764,93,6,73,0,63
3.9984710179693876,69,7,58,1,53
2.3772701951651696,89,7,48,0,48
5.826727963283784,74,6,50,1,55
3.6735119514392878,50,5,87,1,54
5.268945776095739,71,6,60,1,56
3.6012777221151633,62,8,64,1,54
6.591121887322981,80,7,91,1,72
6.133011263664807,62,7,53,0,54
3.12655377728139,93,6,59,1,55
4.957356426431533,78,6,58,0,54
4.468063924377722,77,6,94,1,65
5.552947336298523,89,6,95,1,71
2.0526148091298433,94,8,81,1,62
4.529077189997659,79,8,81,0,63
5.087636730274381,68,6,61,1,55
1.0,53,5,95,0,49
1.7251122310013374,69,6,74,0,49
1.0,70,7,82,1,53
3.095889748333163,81,6,68,1,55
4.576313383693943,74,6,65,0,54
5.753535578144042,90,6,94,0,69
3.611142170629663,70,7,78,1,58
5.942923318356938,79,7,91,1,70
1.429847812677663,97,7,73,1,57
1.0,85,6,57,1,47
3.4166784516550717,79,8,61,1,56
4.076098173408961,70,8,71,1,59
3.4509578778588605,70,6,60,1,51
1.0,67,6,53,1,42
3.3663199407308175,71,7,88,0,59
1.5432957492427202,91,5,61,0,47
4.504508823245057,76,7,72,0,58
4.049897369145272,59,7,74,0,54
2.090180320508967,100,7,61,1,56
2.7291996239949596,84,6,91,0,59
1.9111797171665725,58,7,53,0,42
3.405981354090242,73,8,73,0,57
4.932713480751858,81,6,73,1,61
2.0214109304966845,100,7,69,1,58
4.256069773276766,63,5,50,1,47
2.704613572441339,94,5,83,1,59
2.310690751606484,100,7,81,0,60
3.339454460068163,70,6,59,1,51
1.9471365163709389,75,5,80,0,51
2.669526041979227,64,6,75,1,52
1.7031831611167272,76,7,50,1,46
6.447087699374584,79,7,57,1,61
3.552895327957593,89,6,87,1,63
2.4504117380111214,96,7,74,1,60
3.820969866101333,68,6,61,1,52
3.331507925463755,50,7,57,1,47
3.1685456007001656,79,7,62,0,52
4.4212500500651375,84,7,63,1,59
4.636261565070958,83,8,57,0,57
2.704248278584209,75,8,43,1,48
2.6362726390329803,81,5,87,1,58
3.087422454272534,100,8,84,1,66
1.0,85,5,50,0,42
1.2272134067021714,74,8,72,1,53
5.550311401166788,72,6,56,1,56
5.967451570251925,77,6,66,0,59
3.1264459406654326,100,5,64,1,56
4.364835444583649,77,6,63,1,56
3.966875231815304,79,7,95,0,64
7.0,72,8,63,1,64
5.179362367151866,96,7,57,1,61
3.30812361277885,100,7,58,1,58
2.0666893390993613,86,7,85,1,60
1.0903305196136412,81,6,45,1,43
3.8051954538008346,80,5,58,1,52
2.365473882073545,44,5,91,0,49
1.3666194356034889,91,6,73,1,54
2.53014067363621,82,6,72,1,55
1.8776779945784074,86,5,95,0,57
6.030712452608848,69,6,73,1,61
4.822459635424176,74,6,59,0,53
3.488041038025074,73,8,65,0,54
5.7199162083350386,95,6,52,1,59
3.6160524614714276,74,7,88,1,62
2.2080736980076043,100,7,78,0,59
5.784686115904486,86,7,86,0,67
4.3083650655269885,60,5,88,1,58
1.9441307685103153,78,6,63,1,50
3.2144919828745877,70,5,55,1,48
2.186572619922864,47,6,69,1,46
1.4258004035534961,100,6,56,1,51
4.8892663212974625,90,7,72,1,64
6.364124960705196,87,7,86,0,69
1.4021486392712883,82,7,67,1,52
4.344453855035856,59,7,72,0,54
2.5240361463172594,72,6,68,1,52
2.769311924352956,92,8,82,1,63
2.611409113641696,64,6,59,1,48
2.204013845480276,42,7,37,1,37
3.5727824419172407,76,7,77,1,59
2.2535748253834433,77,7,84,0,56
3.9056852386697583,82,6,76,1,59
3.4246428358262944,90,7,60,0,55
3.1415779297003854,89,5,52,1,50
2.1386545069376033,83,5,77,1,54
2.634843004147501,97,6,72,1,58
4.633086838738635,57,6,68,0,52
4.251375781436571,87,7,95,1,69
2.033667132802173,89,8,55,1,53
3.6489984581438386,61,6,95,0,58
4.627080685057684,57,8,70,0,55
1.0,68,8,42,1,42
4.315040288569903,70,8,67,0,56
2.50606436158123,91,8,84,1,63
4.355898002889739,70,6,64,0,53
2.355111265186225,67,5,47,1,42
1.0,70,7,67,1,49
1.058686343175256,96,7,57,1,51
3.572127419992073,80,8,77,1,62
3.8895837525822228,77,8,81,1,63
2.1435250623433872,78,7,54,0,47
4.457888688166061,99,6,59,0,57
1.0077199065965603,68,6,81,1,51
3.4008803020290252,99,5,57,1,54
1.683475700356315,83,7,53,1,49
2.522245838296761,77,7,52,1,49
3.571098006974621,100,8,75,0,63
2.2093799520740713,64,7,74,1,53
2.923166683655262,74,8,59,1,53
5.009439213821661,61,7,70,1,58
2.634662195715277,94,8,92,1,66
4.7535381680977125,100,6,55,1,59
1.8054397180135728,100,8,40,1,50
4.294706266872924,98,7,76,1,65
5.6623529309868506,77,6,68,1,60
1.0,74,6,59,1,46
2.304657116794285,54,8,79,1,54
4.36560819077081,100,5,82,1,65
3.195431920935511,87,7,36,0,46
4.056718810056963,72,6,60,1,53
2.594022219926269,99,7,95,0,65
3.62988468120935,65,8,78,1,59
3.2664841469118806,86,6,80,1,60
5.251673092489711,77,7,87,1,67
3.8816312649518196,89,8,70,1,62
4.006403993112803,79,7,81,0,60
2.882184550816299,58,8,80,1,56
2.76859066389126,81,7,78,1,59
2.8511627182705688,95,6,65,0,54
4.091678213567445,79,7,72,1,60
2.8685232787696053,91,7,61,1,56
3.9346622853446194,64,6,70,1,54
6.613101197968158,79,6,52,1,58
4.806687055147538,70,5,58,1,52
3.010964701748238,91,7,65,1,57
5.3018208832459175,80,8,55,0,57
2.887886940467673,90,5,62,0,51
1.0,96,7,67,1,54
1.987870533623894,90,8,76,1,59
1.0,84,6,84,1,55
2.972729773938037,65,7,63,1,51
3.5276275687843275,79,8,90,1,65
6.014655968412924,72,8,84,0,66
3.990391060646244,74,6,77,0,56
3.1713492067867035,74,6,72,1,55
4.7441083717752335,65,6,74,1,58
1.0,50,7,87,1,51
3.853421837162849,69,7,88,1,62
4.65629779083045,82,7,90,1,67
1.2821206313302378,59,6,70,1,47
5.215631064810394,80,6,78,1,63
4.0077446112416215,100,7,90,1,69
2.877068129148798,95,7,60,1,56
4.449172799159427,100,7,65,0,61
6.906039286706594,85,7,70,1,67
3.772799382587743,97,6,83,1,64
3.8723308794505042,69,6,83,1,59
2.810958650689634,70,6,66,1,51
2.2252334458028122,40,6,47,0,36
4.745503724816368,97,5,73,1,62
2.2158742611366993,100,6,56,0,51
3.6073493558290886,71,5,47,1,46
2.7835138298523248,76,6,51,1,48
4.2184697386195875,68,7,74,1,58
4.000493157930422,85,6,90,1,65
5.056309916386849,96,7,70,1,65
2.7349754017178793,53,7,73,0,49
3.095187597059943,86,7,87,1,63
2.031854426326539,75,8,46,1,47
2.8335601098858327,81,5,77,1,55
4.0659507395672785,86,7,69,1,60
4.635482924968028,77,8,78,1,64
2.116752013733562,78,8,62,1,53
4.8044088801584905,76,6,57,1,55
5.533456788207427,94,6,72,1,65
4.120152354835551,86,6,94,0,64
6.315193718837099,83,7,82,0,67
2.3393162013446407,60,7,62,1,48
1.6330179450328743,74,6,49,0,42
1.0,93,7,44,0,44
5.7440664672337745,80,7,89,1,69
4.4815484845310865,89,7,55,1,58
3.4166229936343173,100,8,65,1,62
3.9199529394797303,95,7,89,1,67
1.8117664290524353,81,5,45,0,41
7.0,72,7,92,0,70
3.693831772962841,41,6,66,0,46
3.6640921919073395,77,7,52,1,52
4.5886499358480375,75,8,66,1,60
4.2215138476050695,85,8,59,1,59
3.835826036418697,77,7,76,1,60
2.314288316832032,75,6,60,1,49
4.207202535703994,53,6,41,1,44
6.32303674471255,65,7,66,1,61
5.518130069232466,87,6,49,1,56
5.889779939959095,100,7,73,0,67
2.7331764853532223,78,5,52,1,47
2.0155927696121285,84,6,62,0,49
3.311319619850528,94,6,72,0,57
3.583587368433042,67,8,66,0,54
5.141287277706423,85,7,73,0,62
1.0,68,6,80,1,51
5.7943254791909204,92,5,52,1,57
3.262988152131516,82,7,69,0,55
2.85967839507887,84,6,30,0,41
1.9818434371097489,68,7,73,1,52
1.0177149922013458,90,8,65,0,52
4.734755875942872,100,7,55,1,60
3.609976950782606,64,7,74,1,56
1.5650586503884192,74,7,87,1,57
1.5573818419045757,83,8,62,1,53
2.9963229510648075,91,8,55,1,56
6.003532287934089,71,7,72,1,63
3.110612972954593,40,6,49,1,41
1.2452855703228405,100,7,60,0,51
3.1313854038710836,91,6,88,1,63
3.0909146453784944,53,7,70,1,51
1.0,70,7,41,1,41
3.418557700223282,100,6,43,1,52
3.153598204686983,100,6,72,1,60
4.544309547220127,94,7,82,1,67
6.273434142418018,77,8,45,0,56
5.189847544321636,81,7,76,1,64
3.096666964167754,78,7,89,1,62
1.8402111368874945,96,6,95,0,61
7.0,66,7,74,0,63
3.5888276510217323,67,7,77,1,57
3.5208939378694195,95,7,38,1,51
3.463812369334995,79,5,95,1,62
3.7971271411517824,100,7,61,1,60
3.2834593821140863,69,6,55,1,49
2.6395069896796457,79,6,66,0,51
2.679711588139412,66,8,92,1,61
3.4508700946760023,80,6,95,1,64
2.6848628432993524,57,6,71,1,50
2.4307313259842536,72,7,84,0,56
3.6596453415378454,58,8,70,1,55
3.1175341738687172,90,7,54,1,54
5.755989482874033,90,7,92,1,72
1.0,54,8,60,1,45
5.137260277883692,100,6,93,0,69
5.369127788746443,100,6,89,1,71
1.0,80,6,79,1,53
2.985968608879477,70,8,95,1,63
2.9428387010063126,100,5,95,0,63
1.3887324579232683,60,6,67,1,46
2.3332749686136873,80,7,57,0,49
1.8341362318012568,82,7,42,1,46
6.128405665135434,100,7,95,1,76
4.903517589721192,85,7,63,1,60
5.407332642491238,72,6,87,1,65
4.582508096064853,65,7,58,0,52
1.8064223431741562,74,7,93,0,57
2.7132196005803397,64,8,59,1,51
4.234061841841877,80,6,52,1,53
1.666808286662082,71,8,66,1,52
4.569497645258582,57,7,62,0,51
3.1395119027627976,98,5,78,1,60
2.9377687886756036,72,7,69,1,54
4.566439952305237,60,5,79,1,56
4.16639496722906,77,8,65,1,59
2.95855075127138,81,8,60,0,53
5.238994705046372,53,6,61,0,50
1.878405008600154,84,6,95,1,60
4.423903410416395,64,6,73,1,56
4.389651886952576,100,6,40,1,53
3.0356803410290145,87,6,62,0,52
3.989199533363177,74,6,71,1,57
1.6233296354220457,68,7,95,1,58
4.8860405288103514,78,6,85,1,64
3.2226467953355167,89,8,56,1,56
2.7159154692214407,79,8,95,1,65
5.073513838755334,76,7,69,1,61
2.443484464185861,80,8,88,0,60
1.3873080554546604,70,6,52,1,44
1.1650562397141444,74,5,34,1,37
4.409014927018459,48,7,48,1,47
1.5793559712555754,94,7,30,1,44
6.132191272976547,84,7,95,1,73
1.0,68,8,73,1,52
6.044684552435058,100,8,56,1,65
3.816526200803928,81,7,76,1,61
3.3549303321944115,64,7,72,1,55
2.6826213697865753,92,5,79,1,58
4.098704171528106,85,6,88,0,62
3.4435479463627274,85,7,65,1,57
5.154952823024782,73,7,56,1,56
3.6713414729930594,86,7,82,1,63
3.7254526421928165,76,6,82,1,60
2.9545816816792163,88,7,71,0,56
3.4145815644183988,51,6,95,1,58
3.961702653338089,73,7,63,0,53
1.0,100,6,56,1,50
1.4777218668414305,68,5,76,0,47
4.614896141034072,70,6,59,0,52
3.756298157191913,73,6,77,1,58
3.224024995470981,61,8,57,0,49
3.5276508995980898,46,5,63,1,46
4.021372558042507,76,6,95,0,62
2.6903604795359577,82,7,63,0,52
2.332542911896531,79,7,58,0,49
3.7937678826465224,77,5,87,1,60
2.0324408335774518,80,5,54,0,44
4.112379133571707,95,8,59,1,60
1.0,77,7,78,1,53
5.043733455988465,71,6,84,1,63
4.208896223619565,75,7,88,0,62
3.8840446014708134,88,6,58,1,55
4.974036475918271,100,6,78,1,66
5.998211666693865,70,7,63,1,60
5.021555097527195,81,8,60,1,60
1.0,85,6,88,0,54
1.5806345498964478,65,8,61,0,47
2.5627721334564817,80,6,74,1,55
3.5391365753162507,58,6,72,1,53
4.276488530703684,53,5,53,1,46
2.4113842802698016,85,6,84,1,59
3.7801501467156173,74,8,78,1,61
2.366925601470016,83,7,40,1,47
2.5827232955120776,79,5,74,1,53
1.3900083547276667,65,8,58,1,47
2.1151501308336433,79,8,86,1,60
1.4724730915754995,61,7,48,1,42
2.036190120534001,100,8,64,1,58
5.080462694911759,59,6,75,1,58
2.0759016667520855,77,8,70,0,53
7.0,64,7,81,1,67
4.239976851321334,88,8,47,1,56
3.777254185542311,75,7,94,1,65
2.2124633297281795,72,6,77,0,52
4.550464819113487,92,7,90,0,67
2.636543260643339,80,6,83,0,56
3.6830147219680422,87,6,69,1,58
7.0,65,6,50,1,56
3.3559101504130253,58,8,61,0,50
5.223909989428513,81,6,93,1,68
2.445235362311169,75,7,90,0,58
